UF;Município;Cargo;Turno;Eleitorado apto;Eleitorado seções instaladas;Comparecimento;pc_comparecimento;Abstenções;pc_abstencoes;Quantitativo de votos;Votos a concorrentes;pc_votos_concorrentes;Votos válidos;pc_votos_validos;Votos nominais válidos;pc_votos_nominais;Votos nulos;pc_votos_nulos;Nulos técnicos;pc_votos_nulo_tecnico;Total votos nulos;pc_total_votos_nulos;Votos em branco;pc_votos_brancos;Votos legenda válidos;pc_votos_legenda;Total votos legenda válidos;Total votos anulados;pc_votos_anulados;Total de seções;Seções principais;pc_secoes_principais;Seções agregadas;pc_secoes_agregadas;Seções instaladas;pc_secoes_instalada
RO;ALTA FLORESTA D'OESTE;Deputado Estadual;1;19394;19394;14081;0,726;5313;0,274;14081;13250;0,941;13199;0,9962;12448;0,9431;288;0,9863;4;0,0137;292;0,0207;539;0,0383;751;0,0569;751;51;0,0038;80;72;0,9;8;0,1;72;1
RO;ALTA FLORESTA D'OESTE;Deputado Federal;1;19394;19394;14081;0,726;5313;0,274;14081;13150;0,9339;13150;1;12555;0,9548;340;0,9971;1;0,0029;341;0,0242;590;0,0419;595;0,0452;595;0;0;80;72;0,9;8;0,1;72;1
RO;ALTA FLORESTA D'OESTE;Governador;1;19394;19394;14081;0,726;5313;0,274;14081;12926;0,918;12926;1;12926;1;685;1;0;0;685;0,0486;470;0,0334;0;0;0;0;0;80;72;0,9;8;0,1;72;1
RO;ALTA FLORESTA D'OESTE;Governador;2;19396;19396;14186;0,7314;5210;0,2686;14186;13410;0,9453;13410;1;13410;1;485;1;0;0;485;0,0342;291;0,0205;0;0;0;0;0;80;72;0,9;8;0,1;72;1
RO;ALTA FLORESTA D'OESTE;Presidente;1;19397;19397;14084;0,7261;5313;0,2739;14084;13718;0,974;13718;1;13718;1;224;1;0;0;224;0,0159;142;0,0101;0;0;0;0;0;80;72;0,9;8;0,1;72;1
RO;ALTA FLORESTA D'OESTE;Presidente;2;19399;19399;14189;0,7314;5210;0,2686;14189;13727;0,9674;13727;1;13727;1;336;1;0;0;336;0,0237;126;0,0089;0;0;0;0;0;80;72;0,9;8;0,1;72;1
RO;ALTA FLORESTA D'OESTE;Senador;1;19394;19394;14081;0,726;5313;0,274;14081;12659;0,899;12230;0,9661;12230;1;799;1;0;0;799;0,0567;623;0,0442;0;0;0;429;0,0339;80;72;0,9;8;0,1;72;1
RO;ALTO ALEGRE DOS PARECIS;Deputado Estadual;1;8354;8354;6461;0,7734;1893;0,2266;6461;6087;0,9421;6086;0,9998;5676;0,9326;147;0,98;3;0,02;150;0,0232;224;0,0347;410;0,0674;410;1;0,0002;31;30;0,9677;1;0,0323;30;1
RO;ALTO ALEGRE DOS PARECIS;Deputado Federal;1;8354;8354;6461;0,7734;1893;0,2266;6461;6104;0,9447;6104;1;5879;0,9631;148;0,9673;5;0,0327;153;0,0237;204;0,0316;225;0,0369;225;0;0;31;30;0,9677;1;0,0323;30;1
RO;ALTO ALEGRE DOS PARECIS;Governador;1;8354;8354;6461;0,7734;1893;0,2266;6461;5996;0,928;5996;1;5996;1;321;1;0;0;321;0,0497;144;0,0223;0;0;0;0;0;31;30;0,9677;1;0,0323;30;1
RO;ALTO ALEGRE DOS PARECIS;Governador;2;8354;8354;6507;0,7789;1847;0,2211;6507;6180;0,9497;6180;1;6180;1;217;1;0;0;217;0,0333;110;0,0169;0;0;0;0;0;31;30;0,9677;1;0,0323;30;1
RO;ALTO ALEGRE DOS PARECIS;Presidente;1;8354;8354;6461;0,7734;1893;0,2266;6461;6288;0,9732;6288;1;6288;1;116;1;0;0;116;0,018;57;0,0088;0;0;0;0;0;31;30;0,9677;1;0,0323;30;1
RO;ALTO ALEGRE DOS PARECIS;Presidente;2;8354;8354;6507;0,7789;1847;0,2211;6507;6226;0,9568;6226;1;6226;1;208;1;0;0;208;0,032;73;0,0112;0;0;0;0;0;31;30;0,9677;1;0,0323;30;1
RO;ALTO ALEGRE DOS PARECIS;Senador;1;8354;8354;6461;0,7734;1893;0,2266;6461;5761;0,8917;5489;0,9528;5489;1;460;1;0;0;460;0,0712;240;0,0371;0;0;0;272;0,0472;31;30;0,9677;1;0,0323;30;1
RO;ALTO PARAÍSO;Deputado Estadual;1;11741;11741;8627;0,7348;3114;0,2652;8627;8262;0,9577;8261;0,9999;7818;0,9464;113;1;0;0;113;0,0131;252;0,0292;443;0,0536;443;1;0,0001;45;43;0,9556;2;0,0444;43;1
RO;ALTO PARAÍSO;Deputado Federal;1;11741;11741;8627;0,7348;3114;0,2652;8627;8195;0,9499;8195;1;7960;0,9713;138;0,9787;3;0,0213;141;0,0163;291;0,0337;235;0,0287;235;0;0;45;43;0,9556;2;0,0444;43;1
RO;ALTO PARAÍSO;Governador;1;11741;11741;8627;0,7348;3114;0,2652;8627;7894;0,915;7894;1;7894;1;429;1;0;0;429;0,0497;304;0,0352;0;0;0;0;0;45;43;0,9556;2;0,0444;43;1
RO;ALTO PARAÍSO;Governador;2;11745;11745;8613;0,7333;3132;0,2667;8613;8167;0,9482;8167;1;8167;1;249;1;0;0;249;0,0289;197;0,0229;0;0;0;0;0;45;43;0,9556;2;0,0444;43;1
RO;ALTO PARAÍSO;Presidente;1;11742;11742;8628;0,7348;3114;0,2652;8628;8406;0,9743;8406;1;8406;1;130;1;0;0;130;0,0151;92;0,0107;0;0;0;0;0;45;43;0,9556;2;0,0444;43;1
RO;ALTO PARAÍSO;Presidente;2;11746;11746;8614;0,7334;3132;0,2666;8614;8405;0,9757;8405;1;8405;1;129;1;0;0;129;0,015;80;0,0093;0;0;0;0;0;45;43;0,9556;2;0,0444;43;1
RO;ALTO PARAÍSO;Senador;1;11741;11741;8627;0,7348;3114;0,2652;8627;7767;0,9003;7428;0,9564;7428;1;442;1;0;0;442;0,0512;418;0,0485;0;0;0;339;0,0436;45;43;0,9556;2;0,0444;43;1
RO;ALVORADA DO OESTE;Deputado Estadual;1;11870;11870;8315;0,7005;3555;0,2995;8315;7885;0,9483;7860;0,9968;7390;0,9402;178;1;0;0;178;0,0214;252;0,0303;470;0,0598;470;25;0,0032;77;34;0,4416;43;0,5584;34;1
RO;ALVORADA DO OESTE;Deputado Federal;1;11870;11870;8315;0,7005;3555;0,2995;8315;7904;0,9506;7904;1;7590;0,9603;179;0,9944;1;0,0056;180;0,0216;231;0,0278;314;0,0397;314;0;0;77;34;0,4416;43;0,5584;34;1
RO;ALVORADA DO OESTE;Governador;1;11870;11870;8315;0,7005;3555;0,2995;8315;7645;0,9194;7645;1;7645;1;458;1;0;0;458;0,0551;212;0,0255;0;0;0;0;0;77;34;0,4416;43;0,5584;34;1
RO;ALVORADA DO OESTE;Governador;2;11871;11871;8542;0,7196;3329;0,2804;8542;8076;0,9454;8076;1;8076;1;294;1;0;0;294;0,0344;172;0,0201;0;0;0;0;0;77;34;0,4416;43;0,5584;34;1
RO;ALVORADA DO OESTE;Presidente;1;11870;11870;8315;0,7005;3555;0,2995;8315;8095;0,9735;8095;1;8095;1;142;1;0;0;142;0,0171;78;0,0094;0;0;0;0;0;77;34;0,4416;43;0,5584;34;1
RO;ALVORADA DO OESTE;Presidente;2;11871;11871;8542;0,7196;3329;0,2804;8542;8239;0,9645;8239;1;8239;1;223;1;0;0;223;0,0261;80;0,0094;0;0;0;0;0;77;34;0,4416;43;0,5584;34;1
RO;ALVORADA DO OESTE;Senador;1;11870;11870;8315;0,7005;3555;0,2995;8315;7403;0,8903;6607;0,8925;6607;1;549;1;0;0;549;0,066;363;0,0437;0;0;0;796;0,1075;77;34;0,4416;43;0,5584;34;1
RO;ARIQUEMES;Deputado Estadual;1;69756;69756;51453;0,7376;18303;0,2624;51453;48150;0,9358;48031;0,9975;45969;0,9571;1099;0,9919;9;0,0081;1108;0,0215;2195;0,0427;2062;0,0429;2062;119;0,0025;272;261;0,9596;11;0,0404;261;1
RO;ARIQUEMES;Deputado Federal;1;69756;69756;51453;0,7376;18303;0,2624;51453;49018;0,9527;49018;1;47645;0,972;913;0,9913;8;0,0087;921;0,0179;1514;0,0294;1373;0,028;1373;0;0;272;261;0,9596;11;0,0404;261;1
RO;ARIQUEMES;Governador;1;69756;69756;51453;0,7376;18303;0,2624;51453;47435;0,9219;47435;1;47435;1;2112;1;0;0;2112;0,041;1906;0,037;0;0;0;0;0;272;261;0,9596;11;0,0404;261;1
RO;ARIQUEMES;Governador;2;69780;69780;51836;0,7428;17944;0,2572;51836;49322;0,9515;49322;1;49322;1;1454;1;0;0;1454;0,0281;1060;0,0204;0;0;0;0;0;272;261;0,9596;11;0,0404;261;1
RO;ARIQUEMES;Presidente;1;69761;69761;51457;0,7376;18304;0,2624;51457;50246;0,9765;50246;1;50246;1;694;1;0;0;694;0,0135;517;0,01;0;0;0;0;0;272;261;0,9596;11;0,0404;261;1
RO;ARIQUEMES;Presidente;2;69784;69784;51839;0,7428;17945;0,2572;51839;50414;0,9725;50414;1;50414;1;940;1;0;0;940;0,0181;485;0,0094;0;0;0;0;0;272;261;0,9596;11;0,0404;261;1
RO;ARIQUEMES;Senador;1;69756;69756;51453;0,7376;18303;0,2624;51453;45960;0,8932;43461;0,9456;43461;1;2599;1;0;0;2599;0,0505;2894;0,0562;0;0;0;2499;0,0544;272;261;0,9596;11;0,0404;261;1
RO;BURITIS;Deputado Estadual;1;22958;22958;15864;0,691;7094;0,309;15864;15335;0,9667;15309;0,9983;14539;0,9497;214;1;0;0;214;0,0135;315;0,0199;770;0,0503;770;26;0,0017;79;76;0,962;3;0,038;76;1
RO;BURITIS;Deputado Federal;1;22958;22958;15864;0,691;7094;0,309;15864;14948;0,9423;14947;0,9999;14446;0,9665;344;0,9942;2;0,0058;346;0,0218;570;0,0359;501;0,0335;501;1;0,0001;79;76;0,962;3;0,038;76;1
RO;BURITIS;Governador;1;22958;22958;15864;0,691;7094;0,309;15864;14717;0,9277;14717;1;14717;1;670;1;0;0;670;0,0422;477;0,0301;0;0;0;0;0;79;76;0,962;3;0,038;76;1
RO;BURITIS;Governador;2;22966;22966;16129;0,7023;6837;0,2977;16129;15443;0,9575;15443;1;15443;1;406;1;0;0;406;0,0252;280;0,0174;0;0;0;0;0;79;76;0,962;3;0,038;76;1
RO;BURITIS;Presidente;1;22959;22959;15865;0,691;7094;0,309;15865;15546;0,9799;15546;1;15546;1;204;1;0;0;204;0,0129;115;0,0072;0;0;0;0;0;79;76;0,962;3;0,038;76;1
RO;BURITIS;Presidente;2;22967;22967;16130;0,7023;6837;0,2977;16130;15739;0,9758;15739;1;15739;1;277;1;0;0;277;0,0172;114;0,0071;0;0;0;0;0;79;76;0,962;3;0,038;76;1
RO;BURITIS;Senador;1;22958;22958;15864;0,691;7094;0,309;15864;14347;0,9044;13480;0,9396;13480;1;839;1;0;0;839;0,0529;678;0,0427;0;0;0;867;0,0604;79;76;0,962;3;0,038;76;1
RO;CABIXI;Deputado Estadual;1;4781;4781;3592;0,7513;1189;0,2487;3592;3433;0,9557;3426;0,998;3218;0,9393;60;1;0;0;60;0,0167;99;0,0276;208;0,0607;208;7;0,002;24;14;0,5833;10;0,4167;14;1
RO;CABIXI;Deputado Federal;1;4781;4781;3592;0,7513;1189;0,2487;3592;3405;0,9479;3405;1;3268;0,9598;85;0,9884;1;0,0116;86;0,0239;101;0,0281;137;0,0402;137;0;0;24;14;0,5833;10;0,4167;14;1
RO;CABIXI;Governador;1;4781;4781;3592;0,7513;1189;0,2487;3592;3294;0,917;3294;1;3294;1;192;1;0;0;192;0,0535;106;0,0295;0;0;0;0;0;24;14;0,5833;10;0,4167;14;1
RO;CABIXI;Governador;2;4781;4781;3621;0,7574;1160;0,2426;3621;3414;0,9428;3414;1;3414;1;127;1;0;0;127;0,0351;80;0,0221;0;0;0;0;0;24;14;0,5833;10;0,4167;14;1
RO;CABIXI;Presidente;1;4781;4781;3592;0,7513;1189;0,2487;3592;3515;0,9786;3515;1;3515;1;48;1;0;0;48;0,0134;29;0,0081;0;0;0;0;0;24;14;0,5833;10;0,4167;14;1
RO;CABIXI;Presidente;2;4781;4781;3621;0,7574;1160;0,2426;3621;3511;0,9696;3511;1;3511;1;74;1;0;0;74;0,0204;36;0,0099;0;0;0;0;0;24;14;0,5833;10;0,4167;14;1
RO;CABIXI;Senador;1;4781;4781;3592;0,7513;1189;0,2487;3592;3193;0,8889;2965;0,9286;2965;1;257;1;0;0;257;0,0715;142;0,0395;0;0;0;228;0,0714;24;14;0,5833;10;0,4167;14;1
RO;CACAULÂNDIA;Deputado Estadual;1;3947;3947;2989;0,7573;958;0,2427;2989;2864;0,9582;2861;0,999;2724;0,9521;55;0,9483;3;0,0517;58;0,0194;67;0,0224;137;0,0479;137;3;0,001;18;16;0,8889;2;0,1111;16;1
RO;CACAULÂNDIA;Deputado Federal;1;3947;3947;2989;0,7573;958;0,2427;2989;2873;0,9612;2873;1;2780;0,9676;48;1;0;0;48;0,0161;68;0,0228;93;0,0324;93;0;0;18;16;0,8889;2;0,1111;16;1
RO;CACAULÂNDIA;Governador;1;3947;3947;2989;0,7573;958;0,2427;2989;2783;0,9311;2783;1;2783;1;137;1;0;0;137;0,0458;69;0,0231;0;0;0;0;0;18;16;0,8889;2;0,1111;16;1
RO;CACAULÂNDIA;Governador;2;3947;3947;3000;0,7601;947;0,2399;3000;2853;0,951;2853;1;2853;1;92;1;0;0;92;0,0307;55;0,0183;0;0;0;0;0;18;16;0,8889;2;0,1111;16;1
RO;CACAULÂNDIA;Presidente;1;3947;3947;2989;0,7573;958;0,2427;2989;2924;0,9783;2924;1;2924;1;44;1;0;0;44;0,0147;21;0,007;0;0;0;0;0;18;16;0,8889;2;0,1111;16;1
RO;CACAULÂNDIA;Presidente;2;3947;3947;3000;0,7601;947;0,2399;3000;2902;0,9673;2902;1;2902;1;65;1;0;0;65;0,0217;33;0,011;0;0;0;0;0;18;16;0,8889;2;0,1111;16;1
RO;CACAULÂNDIA;Senador;1;3947;3947;2989;0,7573;958;0,2427;2989;2747;0,919;2629;0,957;2629;1;156;1;0;0;156;0,0522;86;0,0288;0;0;0;118;0,043;18;16;0,8889;2;0,1111;16;1
RO;CACOAL;Deputado Estadual;1;66495;66495;51082;0,7682;15413;0,2318;51082;48348;0,9465;48245;0,9979;46283;0,9593;952;0,9886;11;0,0114;963;0,0189;1771;0,0347;1962;0,0407;1962;103;0,0021;250;235;0,94;15;0,06;235;1
RO;CACOAL;Deputado Federal;1;66495;66495;51082;0,7682;15413;0,2318;51082;48422;0,9479;48421;1;47023;0,9711;1024;0,9971;3;0,0029;1027;0,0201;1633;0,032;1398;0,0289;1398;1;0;250;235;0,94;15;0,06;235;1
RO;CACOAL;Governador;1;66495;66495;51082;0,7682;15413;0,2318;51082;47080;0,9217;47080;1;47080;1;2163;1;0;0;2163;0,0423;1839;0,036;0;0;0;0;0;250;235;0,94;15;0,06;235;1
RO;CACOAL;Governador;2;66501;66501;51985;0,7817;14516;0,2183;51985;49451;0,9513;49451;1;49451;1;1440;1;0;0;1440;0,0277;1094;0,021;0;0;0;0;0;250;235;0,94;15;0,06;235;1
RO;CACOAL;Presidente;1;66497;66497;51084;0,7682;15413;0,2318;51084;49866;0,9762;49866;1;49866;1;676;1;0;0;676;0,0132;542;0,0106;0;0;0;0;0;250;235;0,94;15;0,06;235;1
RO;CACOAL;Presidente;2;66503;66503;51987;0,7817;14516;0,2183;51987;50417;0,9698;50417;1;50417;1;1032;1;0;0;1032;0,0199;538;0,0103;0;0;0;0;0;250;235;0,94;15;0,06;235;1
RO;CACOAL;Senador;1;66495;66495;51082;0,7682;15413;0,2318;51082;45809;0,8968;42514;0,9281;42514;1;2653;1;0;0;2653;0,0519;2620;0,0513;0;0;0;3295;0,0719;250;235;0,94;15;0,06;235;1
RO;CAMPO NOVO DE RONDÔNIA;Deputado Estadual;1;7747;7747;5564;0,7182;2183;0,2818;5564;5358;0,963;5356;0,9996;5033;0,9397;66;1;0;0;66;0,0119;140;0,0252;323;0,0603;323;2;0,0004;28;28;1;0;0;28;1
RO;CAMPO NOVO DE RONDÔNIA;Deputado Federal;1;7747;7747;5564;0,7182;2183;0,2818;5564;5318;0,9558;5318;1;5118;0,9624;86;0,9885;1;0,0115;87;0,0156;159;0,0286;200;0,0376;200;0;0;28;28;1;0;0;28;1
RO;CAMPO NOVO DE RONDÔNIA;Governador;1;7747;7747;5564;0,7182;2183;0,2818;5564;5232;0,9403;5232;1;5232;1;222;1;0;0;222;0,0399;110;0,0198;0;0;0;0;0;28;28;1;0;0;28;1
RO;CAMPO NOVO DE RONDÔNIA;Governador;2;7747;7747;5566;0,7185;2181;0,2815;5566;5320;0,9558;5320;1;5320;1;164;1;0;0;164;0,0295;82;0,0147;0;0;0;0;0;28;28;1;0;0;28;1
RO;CAMPO NOVO DE RONDÔNIA;Presidente;1;7748;7748;5565;0,7182;2183;0,2818;5565;5456;0,9804;5456;1;5456;1;71;1;0;0;71;0,0128;38;0,0068;0;0;0;0;0;28;28;1;0;0;28;1
RO;CAMPO NOVO DE RONDÔNIA;Presidente;2;7748;7748;5567;0,7185;2181;0,2815;5567;5403;0,9705;5403;1;5403;1;116;1;0;0;116;0,0208;48;0,0086;0;0;0;0;0;28;28;1;0;0;28;1
RO;CAMPO NOVO DE RONDÔNIA;Senador;1;7747;7747;5564;0,7182;2183;0,2818;5564;5097;0,9161;4834;0,9484;4834;1;276;1;0;0;276;0,0496;191;0,0343;0;0;0;263;0,0516;28;28;1;0;0;28;1
RO;CANDEIAS DO JAMARI;Deputado Estadual;1;18894;18894;13704;0,7253;5190;0,2747;13704;13030;0,9508;12852;0,9863;12123;0,9433;239;0,9958;1;0,0042;240;0,0175;434;0,0317;729;0,0567;729;178;0,0137;65;60;0,9231;5;0,0769;60;1
RO;CANDEIAS DO JAMARI;Deputado Federal;1;18894;18894;13704;0,7253;5190;0,2747;13704;13117;0,9572;13117;1;12655;0,9648;229;0,9871;3;0,0129;232;0,0169;355;0,0259;462;0,0352;462;0;0;65;60;0,9231;5;0,0769;60;1
RO;CANDEIAS DO JAMARI;Governador;1;18894;18894;13704;0,7253;5190;0,2747;13704;12600;0,9194;12600;1;12600;1;720;1;0;0;720;0,0525;384;0,028;0;0;0;0;0;65;60;0,9231;5;0,0769;60;1
RO;CANDEIAS DO JAMARI;Governador;2;18896;18896;13354;0,7067;5542;0,2933;13354;12685;0,9499;12685;1;12685;1;437;1;0;0;437;0,0327;232;0,0174;0;0;0;0;0;65;60;0,9231;5;0,0769;60;1
RO;CANDEIAS DO JAMARI;Presidente;1;18894;18894;13704;0,7253;5190;0,2747;13704;13379;0,9763;13379;1;13379;1;211;1;0;0;211;0,0154;114;0,0083;0;0;0;0;0;65;60;0,9231;5;0,0769;60;1
RO;CANDEIAS DO JAMARI;Presidente;2;18896;18896;13354;0,7067;5542;0,2933;13354;12988;0,9726;12988;1;12988;1;263;1;0;0;263;0,0197;103;0,0077;0;0;0;0;0;65;60;0,9231;5;0,0769;60;1
RO;CANDEIAS DO JAMARI;Senador;1;18894;18894;13704;0,7253;5190;0,2747;13704;12238;0,893;11364;0,9286;11364;1;830;1;0;0;830;0,0606;636;0,0464;0;0;0;874;0,0714;65;60;0,9231;5;0,0769;60;1
RO;CASTANHEIRAS;Deputado Estadual;1;3075;3075;2296;0,7467;779;0,2533;2296;2207;0,9612;2204;0,9986;2089;0,9478;28;1;0;0;28;0,0122;61;0,0266;115;0,0522;115;3;0,0014;12;12;1;0;0;12;1
RO;CASTANHEIRAS;Deputado Federal;1;3075;3075;2296;0,7467;779;0,2533;2296;2199;0,9578;2199;1;2143;0,9745;25;1;0;0;25;0,0109;72;0,0314;56;0,0255;56;0;0;12;12;1;0;0;12;1
